A	Name	RAJ2000	DEJ2000	logM*	Dmean
 	 	deg	deg	[Msun]	Mpc
-	----------	---------	---------	------	-------
 	NGC5334   	208.22692	-01.11464	10.409	 32.620
 	NGC5336   	208.04090	+43.24291	 9.839	
 	NGC5337   	208.09594	+39.68731	10.569	 52.200
 	NGC5338   	208.36069	+05.20778	 9.136	 12.800
 	NGC5339   	208.50113	-07.93066	10.507	
 	NGC5346   	208.25795	+39.58081	 9.816	 40.729
 	NGC5347   	208.32421	+33.49085	 9.903	 27.300
 	NGC5348   	208.54696	+05.22706	 9.466	 19.782
 	NGC5350   	208.34009	+40.36399	10.561	 31.263
 	NGC5353   	208.36130	+40.28303	11.156	 33.767
 	NGC5354   	208.36136	+40.30276	10.996	
 	NGC5355   	208.43988	+40.33874	10.142	 37.650
 	NGC5356   	208.74320	+05.33376	10.188	 25.157
 	NGC5360   	208.91005	+04.98465	 9.462	 22.900
 	NGC5362   	208.72217	+41.31348	10.099	 31.650
 	NGC5363   	209.03004	+05.25481	11.113	 22.400
 	NGC5364   	209.04995	+05.01488	10.614	 19.513
 	NGC5371   	208.91647	+40.46174	11.012	 29.483
 	NGC5375   	209.23333	+29.16434	10.715	 41.920
 	NGC5376   	208.81676	+59.50663	10.744	 44.550
 	NGC5377   	209.06947	+47.23564	10.706	 27.500
 	NGC5383   	209.27070	+41.84620	10.803	 37.640
 	NGC5403   	209.96223	+38.18256	10.753	
 	NGC5949   	232.00285	+64.76317	 9.740	 14.254
 	ESO011-005	325.24555	-82.79944	 9.749	 51.680
 	ESO012-010	359.11336	-81.56708	 9.632	 32.750
 	ESO012-014	000.69218	-80.34377	 9.023	 23.400
 	ESO013-016	023.20171	-79.47388	 9.564	 23.017
 	ESO015-001	055.93815	-80.10530	 8.806	 19.950
 	ESO026-001	306.24602	-81.57653	 9.373	 19.160
 	ESO027-001	328.11072	-81.53087	 9.999	 18.308
 	ESO027-008	335.76820	-79.99698	10.410	 31.000
 	ESO048-017	332.22870	-73.38224	 9.202	 29.520
 	ESO054-021	057.45455	-71.63558	 9.546	 16.475
 	ESO079-003	008.00973	-64.25321	10.595	 38.950
 	ESO079-005	010.18249	-63.44199	 9.299	 23.483
 	ESO079-007	012.51757	-66.55220	 9.471	 25.220
 	ESO085-014	073.68245	-62.80005	 9.199	 15.900
 	ESO085-030	075.37366	-63.29336	 9.802	 31.075
 	ESO085-047	076.93084	-62.99095	 8.520	 16.700
 	ESO107-016	319.02663	-64.81671	 8.833	 28.580
 	ESO114-007	026.62637	-58.67291	 9.251	 26.100
 	ESO115-021	039.45236	-61.33394	 8.245	  5.700
 	ESO116-012	048.27001	-57.35707	      	 20.375
 	ESO119-016	072.87003	-61.64970	 9.056	 26.633
 	ESO120-012	084.99672	-58.58469	 8.771	 14.400
 	ESO120-021	088.31070	-59.06638	 8.153	
 	ESO145-025	328.52040	-57.61159	 8.986	 22.500
 	ESO146-014	333.24927	-62.06837	 8.841	 21.380
 	ESO149-001	356.95290	-57.07261	 9.341	 22.700
 	ESO149-003	358.01118	-52.57744	 7.575	  6.250
 	ESO150-005	005.60773	-53.64800	 8.836	 15.150
 	ESO154-023	044.20150	-54.57772	 8.468	  6.784
 	NGC3835   	176.02043	+60.11982	10.575	 44.717
 	NGC3846A  	176.06172	+55.03494	 9.521	 25.300
 	NGC3850   	176.39844	+55.88697	 9.184	 17.767
 	NGC3870   	176.48591	+50.19986	 9.325	 16.900
 	NGC3876   	176.36110	+09.16066	 9.981	
 	NGC3877   	176.53221	+47.49459	10.445	 15.612
 	NGC3879   	176.70654	+69.38364	 9.383	 27.200
 	NGC3885   	176.69359	-27.92219	10.616	 27.800
 	NGC3887   	176.76913	-16.85452	10.476	 19.300
 	NGC3888   	176.89330	+55.96732	10.627	 40.283
 	NGC3892   	177.00433	-10.96212	10.684	 27.200
 	NGC3893   	177.15901	+48.71095	10.486	 18.129
 	NGC3896   	177.23514	+48.67473	 9.000	
 	NGC3898   	177.31353	+56.08457	10.716	 21.900
 	NGC3900   	177.28942	+27.02206	10.694	 33.800
 	NGC3901   	175.70589	+77.37338	 9.431	
 	NGC3471   	164.78770	+61.53076	10.072	 26.450
 	NGC3485   	165.00988	+14.84169	 9.944	
 	NGC3486   	165.09951	+28.97508	10.177	 14.113
 	NGC3488   	165.34853	+57.67769	10.296	 48.400
 	NGC3489   	165.07735	+13.90115	10.135	  9.576
 	NGC3495   	165.31736	+03.62798	10.216	 20.421
 	NGC3501   	165.69722	+17.98929	10.165	 23.753
 	NGC3949   	178.42388	+47.85875	10.246	 18.341
 	NGC5789   	224.14870	+30.23370	 9.324	
 	NGC5792   	224.59452	-01.09111	10.761	 24.444
 	NGC5798   	224.40816	+29.96843	10.042	 45.450
 	NGC5806   	225.00166	+01.89135	10.585	 25.541
 	NGC5809   	225.21800	-14.16527	10.209	
 	NGC5821   	224.74852	+53.92330	10.111	
 	NGC5832   	224.44008	+71.68168	 9.363	 11.500
 	NGC5846   	226.62199	+01.60565	11.225	 26.709
 	NGC5850   	226.78198	+01.54428	10.775	 23.150
 	NGC5854   	226.94878	+02.56864	10.228	 23.467
 	NGC5861   	227.31709	-11.32171	10.516	 27.950
 	NGC5864   	227.38990	+03.05276	10.348	 24.433
 	NGC5866B  	228.02952	+55.78490	 9.111	 17.700
 	NGC5878   	228.44057	-14.26981	10.767	 30.138
 	NGC5879   	227.44469	+57.00014	10.072	 16.117
 	NGC5885   	228.76734	-10.08604	10.450	 29.120
 	NGC5892   	228.45096	-15.46381	10.321	 31.240
 	NGC5894   	227.92066	+59.80887	10.763	 41.871
 	NGC5899   	228.76359	+42.04988	10.838	 38.075
 	NGC5900   	228.77189	+42.20976	10.833	 54.343
 	NGC5907   	228.97293	+56.32874	10.871	 16.636
 	NGC5913   	230.23092	-02.57795	10.466	 32.000
 	NGC5915   	230.38793	-13.09175	10.200	 27.600
 	NGC5916   	230.40798	-13.16935	10.319	
 	NGC5916A  	230.30771	-13.10062	 9.542	
 	NGC5921   	230.48542	+05.07065	10.411	 19.933
 	NGC5930   	231.53316	+41.67605	10.478	 34.960
 	NGC5937   	232.69221	-02.82946	10.692	 38.825
 	NGC7667   	351.09620	-00.10808	 9.555	
 	UGC06912  	179.05962	+58.19936	 8.937	 24.400
 	UGC06917  	179.11980	+50.42834	 9.484	 18.867
 	UGC06922  	179.21732	+50.81703	 8.906	
 	UGC06930  	179.32252	+49.28326	 9.633	 17.000
 	UGC06931  	179.35463	+57.93013	 9.039	
 	UGC06955  	179.62434	+38.07588	 9.117	 17.400
 	UGC06956  	179.60670	+50.91703	 8.548	 17.000
 	UGC06969  	179.69654	+53.42576	 8.894	 24.500
 	UGC06978  	179.79300	-02.59109	 8.508	
 	UGC06983  	179.78991	+52.70756	 9.409	 20.200
 	UGC07009  	180.43357	+62.32679	 9.008	 21.200
 	UGC07019  	180.62166	+62.41793	 9.014	
 	UGC07035  	180.91730	+02.64138	 8.926	
 	UGC07053  	181.08443	-01.53059	 8.597	 25.900
 	UGC07086  	181.48404	+77.50502	10.208	 37.029
 	UGC07089  	181.49115	+43.14402	 9.021	 13.867
 	UGC07094  	181.54539	+42.95619	 8.463	 10.700
 	UGC07125  	182.17470	+36.80256	 8.852	 15.180
 	UGC07129  	182.22954	+41.74087	 9.635	 22.875
 	UGC07133  	182.33234	+18.99742	 9.457	
 	UGC07143  	182.44476	+25.02610	 9.574	
 	UGC07153  	182.44530	+62.26873	 9.692	 45.950
 	UGC07170  	182.65418	+18.82845	 9.326	 30.300
 	UGC07175  	182.72732	+39.75739	 8.748	 22.900
 	UGC07184  	182.83305	+01.49245	 9.415	 34.200
 	UGC07186  	182.84265	+18.01682	 8.817	
 	UGC07189  	182.82800	+74.80852	 9.512	
 	UGC07218  	183.23552	+52.26538	 8.572	 16.000
 	UGC07239  	183.53695	+07.77665	 9.434	 24.900
 	UGC07242  	183.53505	+66.09469	      	  5.420
 	NGC2537   	123.31035	+45.99168	 9.247	  7.940
 	NGC2541   	123.66722	+49.06162	 9.443	 12.354
 	NGC2543   	123.24143	+36.25460	10.423	 33.640
 	NGC2550   	126.14274	+74.01232	10.093	 36.700
 	NGC2551   	126.20926	+73.41206	10.437	 34.100
 	NGC2552   	124.83555	+50.00967	 9.167	 11.867
 	NGC2591   	129.35557	+78.02629	 9.995	 20.969
 	NGC2604   	128.34642	+29.53876	 9.934	
 	NGC2608   	128.82229	+28.47346	10.225	 26.512
 	NGC2633   	132.01899	+74.09897	10.488	 29.386
 	NGC2634A  	132.15889	+73.93920	 9.494	
 	NGC2648   	130.66589	+14.28556	10.763	 34.275
 	NGC2654   	132.29929	+60.22126	10.558	 26.200
 	NGC2655   	133.90824	+78.22330	11.122	 24.400
 	NGC2681   	133.38641	+51.31360	10.456	 15.250
 	NGC2683   	133.17208	+33.42188	10.618	 10.182
 	NGC2684   	133.72515	+49.16044	10.238	
 	NGC2685   	133.89453	+58.73441	10.078	 13.475
 	NGC2701   	134.77390	+53.77160	10.445	 40.831
 	NGC6168   	247.83867	+20.18491	10.064	
 	NGC6181   	248.08733	+19.82646	10.711	 33.406
 	NGC6207   	250.76556	+36.83217	10.082	 19.175
 	NGC6217   	248.16334	+78.19816	10.451	 23.900
 	NGC5560   	215.01898	+03.99266	 9.965	 20.575
 	NGC4775   	193.44024	-06.62211	10.206	 26.600
 	NGC4779   	193.46185	+09.71005	10.448	 40.840
 	NGC4781   	193.59922	-10.53711	10.095	 16.125
 	NGC4789A  	193.52190	+27.14908	 7.084	  4.113
 	NGC4790   	193.71648	-10.24776	 9.941	 23.520
 	NGC4791   	193.68317	+08.05314	 9.674	
 	NGC4793   	193.66928	+28.93871	10.644	 32.888
 	NGC4795   	193.76197	+08.06551	10.741	
 	NGC4799   	193.81478	+02.89674	10.372	
 	NGC4800   	193.65744	+46.53116	10.463	 22.500
A	NGC4802   	193.95696	-12.05518	 9.684	 11.500
 	NGC4806   	194.05170	-29.50282	 9.964	
 	NGC4808   	193.95395	+04.30415	10.097	 19.213
 	NGC4809   	193.71363	+02.65278	 8.978	 22.200
 	NGC4814   	193.84136	+58.34411	10.723	 41.460
 	NGC4818   	194.20372	-08.52524	10.475	 20.050
 	NGC4826   	194.18185	+21.68308	10.443	  5.341
 	NGC4845   	194.50500	+01.57570	10.547	 19.350
 	NGC4856   	194.83852	-15.04203	10.739	 21.100
 	NGC4866   	194.86286	+14.17124	10.689	 23.800
A	NGC4880   	195.04418	+12.48332	 9.802	 15.700
 	NGC4897   	195.22063	-13.44984	10.564	 44.967
 	NGC4899   	195.23597	-13.94422	10.384	 34.660
 	NGC4900   	195.16318	+02.50123	10.362	 24.714
 	NGC4902   	195.24896	-14.51355	11.051	 39.200
 	NGC4904   	195.24450	-00.02761	10.069	 22.843
 	NGC4920   	195.51782	-11.37880	 9.019	
 	NGC4928   	195.75237	-08.08490	 9.952	 29.075
 	NGC5422   	210.17502	+55.16443	10.499	 28.100
 	NGC1110   	042.28943	-07.83768	 9.089	 19.767
 	NGC1140   	043.63967	-10.02811	 9.555	 18.950
 	NGC1145   	043.63965	-18.63492	10.279	 28.055
 	NGC1163   	045.09212	-17.15250	10.053	 33.769
 	NGC1179   	045.66050	-18.89794	 9.802	 18.171
 	NGC1187   	045.65656	-22.86710	10.429	 18.829
 	NGC1222   	047.23641	-02.95515	10.195	 31.000
 	NGC1232   	047.43926	-20.57900	10.720	 18.667
 	NGC1249   	047.50501	-53.33585	 9.690	 15.854
 	NGC1253   	048.53784	-02.82265	10.173	 22.692
 	NGC1255   	048.38334	-25.72510	10.291	 21.506
 	NGC1258   	048.52291	-21.77439	 9.556	 25.760
 	NGC1291   	049.32733	-41.10797	10.764	  8.600
 	NGC1292   	049.56182	-27.61043	 9.921	 21.475
A	NGC1297   	049.80924	-19.10007	10.250	 23.450
 	NGC1299   	050.04034	-06.26200	10.022	
 	NGC1300   	049.92101	-19.41110	10.576	 18.050
 	NGC1302   	049.96331	-26.06054	10.561	 20.000
 	NGC1306   	050.26244	-25.51244	 9.859	 30.550
 	NGC1309   	050.52719	-15.40003	10.423	 28.025
 	NGC1310   	050.26412	-37.10175	 9.836	 21.960
 	NGC1311   	050.02914	-52.18751	 8.408	  5.297
 	NGC1313   	049.56420	-66.49737	 9.442	  3.951
 	NGC1316C  	051.24340	-37.00961	 9.187	 16.900
 	NGC1325   	051.10654	-21.54406	10.253	 22.000
 	NGC1325A  	051.20204	-21.33664	 9.464	 17.700
 	NGC1326   	050.98485	-36.46453	10.551	 16.983
 	NGC1326A  	051.28680	-36.36308	 8.894	 16.894
 	NGC4424   	186.79845	+09.42055	 9.929	 15.950
 	NGC4428   	186.86782	-08.16792	10.549	 41.220
 	NGC4430   	186.86005	+06.26275	 9.802	 17.000
A	NGC4434   	186.90275	+08.15436	10.173	 22.429
 	NGC4437   	188.18966	+00.11527	10.226	 11.550
 	NGC4438   	186.94033	+13.00876	10.688	 13.950
 	NGC4442   	187.01622	+09.80368	10.562	 15.110
 	NGC4445   	187.06653	+09.43646	 9.721	 17.600
 	NGC4448   	187.06437	+28.62029	10.848	 26.533
 	NGC4449   	187.04633	+44.09364	 9.278	  3.693
 	NGC4450   	187.12334	+17.08496	10.718	 16.542
 	NGC4451   	187.16883	+09.25912	10.014	 26.600
 	NGC4454   	187.21147	-01.93915	10.658	 35.700
 	NGC4455   	187.18391	+22.82132	 8.807	  9.446
 	NGC4457   	187.24594	+03.57064	10.576	 17.400
 	NGC4460   	187.18992	+44.86419	 9.457	  8.845
 	NGC4461   	187.26264	+13.18386	10.366	 16.800
 	NGC4462   	187.33807	-23.16668	10.537	 26.200
 	NGC4470   	187.40759	+07.82420	 9.845	 22.471
 	NGC4472   	187.44489	+08.00050	11.448	 16.000
 	NGC4480   	187.61166	+04.24663	10.459	 41.775
 	NGC4485   	187.62962	+41.70075	 9.080	  9.300
 	NGC4487   	187.76862	-08.05400	10.131	 20.040
A	NGC4488   	187.71413	+08.36013	 9.748	
 	NGC3904   	177.30511	-29.27682	10.859	 24.660
 	NGC3906   	177.41899	+48.42613	 9.365	
 	NGC3912   	177.51853	+26.47886	 9.982	 25.367
 	NGC3913   	177.66239	+55.35379	 9.386	 17.000
 	NGC3917   	177.68935	+51.82448	 9.984	 17.435
 	NGC3922   	177.80602	+50.15690	 9.554	 17.000
 	NGC3928   	177.94849	+48.68319	 9.679	 15.975
 	NGC3930   	177.94118	+38.01524	 9.621	 17.600
 	NGC3931   	177.80603	+52.00091	 9.266	
 	NGC3936   	178.08570	-26.90599	10.227	 22.641
 	NGC3938   	178.20605	+44.12074	10.526	 17.450
 	NGC3941   	178.23069	+36.98635	10.494	 14.175
 	NGC4289   	185.25966	+03.72215	10.396	 41.450
 	NGC1326B  	051.33390	-36.38680	 9.174	 16.900
 	NGC1332   	051.57176	-21.33523	10.887	 19.625
 	NGC1337   	052.02467	-08.38826	 9.808	 16.075
 	NGC1338   	052.22725	-12.15335	10.109	
A	NGC1339   	052.02730	-32.28607	10.237	 20.745
 	NGC1341   	051.99339	-37.15017	 9.665	 16.900
 	NGC1345   	052.38202	-17.77812	 9.277	 18.100
 	NGC1347   	052.42397	-22.27926	 9.447	
 	NGC1350   	052.78356	-33.62835	10.825	 20.938
 	NGC1351A  	052.20301	-35.17808	 9.689	 23.510
 	NGC1353   	053.01233	-20.81893	10.600	 24.371
 	NGC1357   	053.32103	-13.66413	10.610	 24.700
 	NGC1359   	053.44910	-19.49221	 9.917	 33.771
 	NGC1365   	053.40155	-36.14039	10.978	 17.926
A	NGC1366   	053.47367	-31.19416	 9.999	 18.120
 	NGC1367   	053.75558	-24.93320	10.739	 23.250
 	NGC1385   	054.36870	-24.50120	10.115	 14.950
A	NGC1386   	054.19239	-35.99920	10.140	 16.233
A	NGC1389   	054.29886	-35.74610	10.170	 17.685
 	NGC1390   	054.46742	-19.00828	 8.806	
 	NGC1398   	054.71697	-26.33768	11.133	 21.033
 	NGC1406   	054.84701	-31.32158	10.208	 17.600
A	NGC1411   	054.68689	-44.10061	10.204	 15.500
 	NGC1414   	055.23796	-21.71355	 8.900	 21.020
 	NGC1415   	055.23684	-22.56452	10.290	 17.700
 	NGC1421   	055.62192	-13.48808	10.597	 26.385
 	NGC1422   	055.38046	-21.68121	 9.483	 21.475
 	NGC1425   	055.54781	-29.89339	10.448	 21.261
 	NGC1427A  	055.03875	-35.62451	 9.164	 16.400
 	IC0863    	199.30176	-17.25439	10.114	
 	IC0902    	204.00526	+49.96074	10.001	 32.050
 	IC1014    	217.07678	+13.78026	 9.630	 24.200
 	IC1024    	217.86326	+03.00889	 9.726	
 	IC1029    	218.11359	+49.90468	10.885	 47.722
 	IC1048    	220.74088	+04.89027	10.200	 29.425
 	IC1055    	221.85707	-13.71619	10.523	 39.183
 	IC1066    	223.26199	+03.29599	 9.937	 32.375
 	IC1067    	223.27191	+03.33173	 9.913	
 	IC1125    	233.27335	-01.62830	 9.938	 35.150
 	IC1151    	239.63478	+17.44150	10.107	 38.278
 	IC1158    	240.39205	+01.70783	10.146	 35.300
 	IC1197    	242.07219	+07.53866	 9.582	 25.333
 	IC1210    	243.62580	+62.53668	10.210	 50.675
 	IC1251    	257.55351	+72.41053	 9.035	
 	IC1265    	264.16435	+42.08825	10.036	
 	IC1438    	334.12115	-21.43061	10.487	 33.800
 	IC1447    	337.49921	-05.11982	10.383	 48.300
 	IC1532    	002.46843	-64.37217	 9.163	 28.700
 	IC1553    	008.16718	-25.60756	 9.904	 33.400
 	IC1555    	008.63640	-30.01782	 9.077	 23.080
 	IC1558    	008.94617	-25.37440	 9.120	 13.672
 	IC1574    	010.76545	-22.24584	 7.776	  4.773
 	IC1596    	013.67850	+21.52262	 9.743	
 	IC1613    	016.19913	+02.11778	      	  0.736
 	IC1711    	022.73021	+17.18865	10.598	 43.250
 	IC1727    	026.87445	+27.33333	 8.681	  6.817
 	IC1826    	039.76505	-27.44381	10.139	 36.160
 	IC1870    	044.47303	-02.34718	 9.408	 17.800
 	IC1892    	047.11326	-23.05602	 9.616	 35.200
 	NGC4064   	181.04646	+18.44364	 9.719	 10.633
 	NGC4067   	181.04812	+10.85442	10.385	 41.150
 	NGC4068   	181.00735	+52.58772	 8.010	  4.664
 	NGC4080   	181.21590	+26.99259	 8.809	
 	NGC4081   	181.13955	+64.43761	10.095	 30.225
 	NGC4085   	181.34446	+50.35283	10.093	 20.322
 	NGC4088   	181.39280	+50.53923	10.577	 16.240
 	NGC4094   	181.47493	-14.52620	10.061	 20.778
 	NGC4096   	181.50456	+47.47859	10.219	 12.885
 	NGC4100   	181.53561	+49.58271	10.576	 20.825
 	NGC4102   	181.59603	+52.71108	10.554	 20.381
 	NGC4105   	181.66987	-29.76022	      	 27.700
 	NGC4106   	181.68690	-29.76823	11.116	 26.167
 	NGC4108   	181.68581	+67.16319	10.392	
 	NGC4108B  	181.80007	+67.23522	 9.516	
 	NGC3359   	161.65304	+63.22341	10.259	 18.809
 	NGC3361   	161.12151	-11.20795	10.069	 31.660
 	NGC3364   	162.12437	+72.42501	10.299	
 	NGC3365   	161.55225	+01.81346	 9.592	 18.200
 	NGC5117   	200.73554	+28.31648	10.118	 39.550
 	NGC5122   	201.06227	-10.65424	10.270	
 	NGC5134   	201.32724	-21.13421	 9.899	 10.889
 	NGC5145   	201.30789	+43.26736	10.598	 39.350
 	NGC5147   	201.58215	+02.10082	 9.938	 21.600
 	NGC5169   	202.04181	+46.67225	 9.860	 43.550
 	NGC5170   	202.45325	-17.96649	10.903	 27.287
 	NGC5173   	202.10529	+46.59167	10.259	 38.000
 	NGC5194   	202.46967	+47.19517	10.892	  7.908
 	NGC5195   	202.49812	+47.26616	10.404	  7.908
 	NGC5204   	202.40217	+58.42043	 8.747	  5.154
 	NGC5205   	202.51500	+62.51157	10.052	 29.983
 	NGC5216   	203.02873	+62.70072	10.675	 52.100
 	NGC5218   	203.04333	+62.76787	10.845	 51.420
 	NGC5229   	203.51180	+47.91555	 8.544	  9.422
 	NGC5236   	204.25357	-29.86554	11.037	  6.960
 	NGC5238   	203.67721	+51.61375	 7.951	  4.863
 	NGC5240   	203.97998	+35.58822	10.447	 50.967
 	NGC5247   	204.51258	-17.88412	10.832	 22.200
 	NGC5248   	204.38336	+08.88519	10.673	 16.883
 	NGC5253   	204.98315	-31.64006	 8.722	  3.667
 	NGC5254   	204.90804	-11.49382	10.512	 33.023
 	NGC5264   	205.40246	-29.91322	 8.557	  4.467
 	NGC5273   	205.53494	+35.65427	10.037	 15.960
 	NGC5289   	206.28631	+41.50334	10.415	 39.789
 	NGC5290   	206.32980	+41.71239	10.804	 34.980
 	NGC5297   	206.59872	+43.87235	10.605	 33.150
 	NGC5300   	207.06696	+03.95082	10.088	 21.623
 	NGC5301   	206.60290	+46.10766	10.292	 23.888
 	NGC7151   	328.76615	-50.65761	 9.781	 24.920
 	NGC7154   	328.83784	-34.81428	 9.967	 28.350
 	NGC7162   	329.91263	-43.30609	10.194	 34.440
 	NGC7162A  	330.14820	-43.14054	 9.812	 30.314
 	NGC7163   	329.83525	-31.88315	10.130	 29.789
 	NGC7167   	330.12766	-24.63268	10.070	 31.100
 	NGC7171   	330.25833	-13.26976	10.584	 41.009
 	NGC7179   	331.20566	-64.04677	10.602	 45.900
 	NGC7180   	330.57685	-20.54780	 9.770	 18.562
 	NGC7183   	330.59009	-18.91637	10.872	
 	NGC7184   	330.66593	-20.81258	11.029	 33.600
 	NGC7188   	330.87086	-20.31788	 9.573	
 	NGC7191   	331.71567	-64.63456	10.182	 37.710
 	NGC7205   	332.14306	-57.44262	10.526	 19.388
 	NGC7213   	332.31753	-47.16668	11.025	 22.000
 	NGC7218   	332.54879	-16.66092	10.172	 24.762
 	NGC7219   	333.28744	-64.84897	10.448	 41.167
 	NGC7241   	333.95805	+19.23221	10.263	
 	NGC7247   	334.42185	-23.73100	10.334	 34.411
 	NGC7254   	335.65055	-21.73707	 9.807	
 	NGC7280   	336.61489	+16.14822	10.189	 23.060
 	NGC7290   	337.11016	+17.14746	10.202	 47.210
 	NGC7307   	338.46880	-40.93274	 9.942	 29.319
 	NGC7314   	338.94252	-26.05043	10.346	 18.500
 	NGC7328   	339.37199	+10.53162	10.327	 36.200
 	NGC7347   	339.98419	+11.02738	10.077	 38.650
 	NGC7361   	340.57538	-30.05849	 9.579	 17.200
 	NGC7368   	341.38200	-39.34163	10.520	 32.686
 	NGC7371   	341.51556	-11.00116	10.456	 31.200
 	NGC7689   	353.31982	-54.09438	10.281	 25.217
 	NGC7690   	353.26078	-51.69831	10.052	 22.680
 	NGC7694   	353.31534	-02.70269	 9.784	
 	NGC7709   	353.86470	-16.70507	 9.607	
 	NGC7713   	354.06241	-37.93806	 9.554	 10.272
 	NGC7714   	354.05887	+02.15503	10.349	 30.920
 	NGC7715   	354.09118	+02.15677	 9.481	 36.300
 	NGC7716   	354.13105	+00.29729	10.404	 32.960
 	NGC7721   	354.70261	-06.51780	10.348	 22.289
 	NGC7723   	354.73769	-12.96115	10.681	 27.373
 	NGC7724   	354.77988	-12.22399	10.114	 37.625
 	NGC7727   	354.97416	-12.29276	10.830	 23.300
 	NGC7731   	355.37119	+03.74001	 9.959	 36.800
 	NGC7732   	355.39191	+03.72512	 9.844	
 	NGC7741   	355.97641	+26.07612	 9.801	 14.263
 	NGC7742   	356.06555	+10.76707	10.343	 22.200
 	NGC7743   	356.08812	+09.93416	10.447	 21.433
 	NGC7750   	356.65757	+03.79989	10.070	 32.191
 	NGC7755   	356.96558	-30.52194	10.599	 31.486
 	NGC7757   	357.18970	+04.17121	10.268	
 	NGC7764   	357.72423	-40.73000	 9.674	 20.500
 	NGC7793   	359.45721	-32.59107	 9.681	  4.171
 	NGC7798   	359.85619	+20.74981	10.422	 32.600
 	NGC7800   	359.90313	+14.80706	 9.604	 23.900
A	NGC4489   	187.71776	+16.75876	 9.759	 16.160
 	NGC4490   	187.65179	+41.64382	10.001	  8.093
 	NGC4491   	187.73812	+11.48328	 8.961	
 	NGC4492   	187.74892	+08.07798	 9.980	 16.800
 	NGC4494   	187.85024	+25.77502	10.542	 13.841
 	NGC3623   	169.73298	+13.09234	10.909	 12.590
 	NGC3625   	170.13062	+57.78162	 9.894	 38.750
 	NGC3626   	170.01589	+18.35686	10.586	 23.150
 	NGC3627   	170.06253	+12.99150	10.809	 10.011
 	NGC3628   	170.07064	+13.58899	10.805	 11.300
 	NGC3629   	170.13248	+26.96338	10.070	 38.914
 	NGC3631   	170.26209	+53.16962	10.163	 13.102
 	NGC3633   	170.10930	+03.58548	10.449	 41.725
 	NGC3637   	170.16485	-10.25732	10.519	 28.200
 	NGC3642   	170.57463	+59.07452	10.404	 27.500
A	NGC3648   	170.63129	+39.87691	10.270	
 	NGC3652   	170.66264	+37.76526	10.063	 33.843
 	NGC3654   	171.04470	+69.41308	10.052	 39.050
 	NGC3655   	170.72758	+16.59014	10.620	 30.922
 	NGC3659   	170.93954	+17.81850	 9.942	 26.433
 	NGC3664   	171.10095	+03.32485	 9.531	 24.400
 	NGC3666   	171.10857	+11.34207	10.015	 18.892
 	NGC3669   	171.36165	+57.72144	10.373	 55.580
 	NGC3672   	171.26031	-09.79533	10.713	 27.120
 	NGC3673   	171.30358	-26.73674	10.505	 24.786
 	NGC3675   	171.53569	+43.58600	10.919	 17.200
 	NGC3681   	171.62415	+16.86343	10.273	 24.200
 	NGC3682   	171.92163	+66.58983	10.230	
 	NGC3683   	171.88247	+56.87688	10.756	 33.211
 	NGC3683A  	172.29902	+57.13233	10.467	 40.814
 	NGC3684   	171.79667	+17.03022	10.181	 23.814
 	NGC3686   	171.93324	+17.22411	10.264	 18.612
 	NGC3687   	172.00251	+29.51110	10.094	 27.220
 	NGC3689   	172.04593	+25.66111	10.674	 41.511
 	UGC06526  	173.16370	+35.32831	 9.573	
 	UGC06534  	173.33219	+63.27909	 9.283	 20.433
 	UGC06545  	173.43367	+32.63377	10.711	
 	UGC06570  	173.95825	+35.33526	 9.622	
 	UGC06575  	174.11025	+58.19092	 9.594	 36.100
 	UGC06594  	174.40434	+16.55637	 8.914	 18.940
 	UGC06603  	174.50864	+35.20345	 9.153	 24.500
 	UGC06610  	174.68337	+33.80464	 9.536	 36.300
 	UGC06628  	175.02492	+45.94317	 9.227	 17.000
 	UGC06667  	175.60879	+51.59786	 9.309	 19.373
 	UGC06670  	175.62268	+18.33256	 9.161	 17.200
 	UGC06682  	175.78785	+59.10580	 9.027	 23.800
 	UGC06713  	176.10389	+48.83563	 8.758	 17.000
 	UGC06747  	176.60010	+13.82755	 8.269	 26.500
 	UGC06773  	177.00221	+49.80897	 8.658	 14.300
 	UGC06774  	177.04717	+54.99191	 9.511	 43.433
 	UGC06780  	177.20997	-02.03225	 9.541	 38.450
 	UGC06782  	177.23910	+23.83766	 8.080	  9.350
 	UGC06791  	177.34883	+26.74149	 9.633	 35.250
 	UGC06792  	177.34733	+39.77177	 8.953	 18.900
 	UGC06816  	177.69795	+56.45540	 9.038	 22.000
 	UGC06817  	177.72072	+38.88057	 7.537	  2.922
 	UGC06818  	177.69560	+45.80708	 9.037	 21.689
 	UGC06840  	178.02996	+52.10813	 8.911	 17.000
 	UGC06849  	178.16327	+50.03790	 8.757	
 	UGC06862  	178.31422	+11.63414	 9.081	 54.983
 	UGC06879  	178.60440	-02.31963	10.037	 43.650
 	UGC06894  	178.84818	+54.65748	 8.536	
 	UGC06900  	178.91319	+31.51922	 7.931	  5.900
 	UGC06903  	178.90400	+01.23721	 9.948	 30.500
 	UGC04426  	127.11834	+41.85641	 7.848	  8.150
 	UGC04483  	129.26163	+69.77592	 7.466	  3.440
 	UGC04499  	129.42241	+51.65302	 8.758	 12.800
 	UGC04514  	129.90915	+53.45693	 9.086	 17.944
 	UGC04543  	130.83928	+45.73620	 9.278	 30.000
