_RAJ2000;_DEJ2000;Name;Dist;RAJ2000;DEJ2000;logMBH
deg;deg; ;Mpc;"h:m:s";"d:m:s";[Msun]
-----------;-----------;----------------------------;------;-----------;-----------;-----
210.8535417; -6.0691111;NGC 5426                    ;41.500;14 03 24.85;-06 04 08.8;
210.8585417; -6.0308056;NGC 5427                    ;38.100;14 03 26.05;-06 01 50.9; 6.06
211.2567083;+53.6622222;NGC 5474                    ; 6.980;14 05 01.61;+53 39 44.0; 3.95
212.6042917;-43.3246111;NGC 5483                    ;24.700;14 10 25.03;-43 19 28.6;
213.3120833; -3.2075556;NGC 5506                    ;29.000;14 13 14.90;-03 12 27.2; 8.08
213.3328333; -3.1488611;NGC 5507                    ;34.300;14 13 19.88;-03 08 55.9; 8.10
215.2332083; +3.2380000;NGC 5574                    ;24.300;14 20 55.97;+03 14 16.8; 6.29
215.2653750; +3.2710556;NGC 5576                    ;25.700;14 21 03.69;+03 16 15.8; 8.10
215.1797083;+39.6935833;NGC 5582                    ;30.500;14 20 43.13;+39 41 36.9; 7.47
215.5992083; -0.3874444;NGC 5584                    ;22.500;14 22 23.81;-00 23 14.8;
214.9508333;+56.7290556;NGC 5585                    ;10.500;14 19 48.20;+56 43 44.6; 4.79
217.4182917; +3.2334444;NGC 5638                    ;26.900;14 29 40.39;+03 14 00.4; 7.88
218.1699167;-44.1746111;NGC 5643                    ;16.900;14 32 40.78;-44 10 28.6; 6.58
218.0232500;+57.9214444;NGC 5678                    ;36.100;14 32 05.58;+57 55 17.2; 7.39
219.4722500; -0.3988611;NGC 5691                    ;30.200;14 37 53.34;-00 23 55.9;
220.5997083;-17.2531667;NGC 5728                    ;39.000;14 42 23.93;-17 15 11.4; 8.42
221.2333333; +1.9547500;NGC 5746                    ;34.700;14 44 56.00;+01 57 17.1; 8.31
223.4269167; +3.5825000;NGC 5774                    ;34.800;14 53 42.46;+03 34 57.0;
223.4902083; +3.5444722;NGC 5775                    ;27.000;14 53 57.65;+03 32 40.1; 6.75
225.2969167; +1.7019722;NGC 5813                    ;32.200;15 01 11.26;+01 42 07.1; 8.71
226.0292500; +1.2199167;NGC 5831                    ;27.500;15 04 07.02;+01 13 11.7; 7.87
226.3594583; +2.0993611;NGC 5838                    ;34.500;15 05 26.27;+02 05 57.7; 8.95
226.5032917; +1.6338333;NGC 5845                    ;29.700;15 06 00.79;+01 38 01.8; 8.70
226.6218750; +1.6056389;NGC 5846                    ;25.700;15 06 29.25;+01 36 20.3; 8.69
226.6216667; +1.5948611;NGC 5846A                   ;28.500;15 06 29.20;+01 35 41.5; 8.55
226.6231667;+55.7633056;NGC 5866                    ;15.300;15 06 29.56;+55 45 47.9; 7.93
228.9737083;+56.3288611;NGC 5907                    ;17.100;15 15 53.69;+56 19 43.9; 7.16
232.0027917;+64.7631944;NGC 5949                    ;19.600;15 28 00.67;+64 45 47.5;
233.6349167;+15.1937778;NGC 5953                    ;31.500;15 34 32.38;+15 11 37.6; 6.92
233.6459167;+15.2000556;NGC 5954                    ;32.100;15 34 35.02;+15 12 00.2; 5.71
234.4013333; +5.9734167;NGC 5964                    ;27.800;15 37 36.32;+05 58 24.3;
239.3143333; +5.9983889;NGC 6017                    ;30.300;15 57 15.44;+05 59 54.2; 7.03
241.1104583;+17.7419722;NGC 6040B                   ;37.000;16 04 26.51;+17 44 31.1;
245.4525833; -2.2834167;NGC 6118                    ;25.900;16 21 48.62;-02 17 00.3;
255.2097083;+23.0110278;NGC 6278                    ;43.600;17 00 50.33;+23 00 39.7; 8.15
259.2477917;-62.8205556;NGC 6300                    ;19.100;17 16 59.47;-62 49 14.0; 6.74
267.3604583;+70.1443333;NGC 6503                    ; 6.250;17 49 26.51;+70 08 39.6; 4.99
274.9433750;+74.5683611;NGC 6643                    ;25.500;18 19 46.41;+74 34 06.1; 6.64
278.7093750;+70.5239167;NGC 6689                    ;16.600;18 34 50.25;+70 31 26.1; 3.70
287.4420833;-63.8575278;NGC 6744                    ; 9.150;19 09 46.10;-63 51 27.1;
287.0682083;+50.9332222;NGC 6764                    ;38.700;19 08 16.37;+50 55 59.6;
296.2341667;-14.7975833;NGC 6822                    ; 0.832;19 44 56.20;-14 47 51.3;
301.8311667;-48.3702500;NGC 6861                    ;28.600;20 07 19.48;-48 22 12.9; 9.95
302.4753333;-48.3795000;NGC 6868                    ;29.200;20 09 54.08;-48 22 46.2; 8.86
308.5857083;-31.9808889;NGC 6925                    ;39.400;20 34 20.57;-31 58 51.2;
308.7180417;+60.1536667;NGC 6946                    ; 6.800;20 34 52.33;+60 09 13.2; 5.43
315.8900417;+29.8973611;NGC 7013                    ;14.200;21 03 33.61;+29 53 50.5; 6.35
319.7510417;-48.5620000;NGC 7049                    ;29.900;21 19 00.25;-48 33 43.2; 8.78
322.4984583; +2.4143889;NGC 7077                    ;17.200;21 29 59.63;+02 24 51.8; 4.78
324.1202500;-54.5573333;NGC 7090                    ; 8.720;21 36 28.86;-54 33 26.4;
325.3303750;-63.9087500;NGC 7096                    ;44.500;21 41 19.29;-63 54 31.5; 8.80
330.5079167;-31.8698889;NGC 7172                    ;33.900;22 02 01.90;-31 52 11.6; 8.40
330.5133333;-31.9736944;NGC 7173                    ;32.900;22 02 03.20;-31 58 25.3; 8.35
330.5352917;-31.9898056;NGC 7176                    ;21.500;22 02 08.47;-31 59 23.3; 8.85
331.4783750;-50.1192778;NGC 7196                    ;45.300;22 05 54.81;-50 07 09.4; 9.05
335.7729583;-28.9548333;NGC 7259                    ;20.100;22 23 05.51;-28 57 17.4;
338.9426250;-26.0502500;NGC 7314                    ;21.400;22 35 46.23;-26 03 00.9; 5.59
339.0140833;+33.9481111;NGC 7320                    ;19.100;22 36 03.38;+33 56 53.2;
339.2670833;+34.4159167;NGC 7331                    ;13.900;22 37 04.10;+34 24 57.3; 7.46
343.9405833;-42.6420556;NGC 7412                    ;21.100;22 55 45.74;-42 38 31.4;
344.3265417;-41.0705833;NGC 7424                    ;11.500;22 57 18.37;-41 04 14.1;
345.2497083;+30.1448889;NGC 7457                    ;14.200;23 00 59.93;+30 08 41.6; 5.92
345.4665833;+15.9818611;NGC 7463                    ;22.800;23 01 51.98;+15 58 54.7;
345.4737500;+15.9737500;NGC 7464                    ;26.100;23 01 53.70;+15 58 25.5;
345.5039583;+15.9648889;NGC 7465                    ;27.200;23 02 00.95;+15 57 53.6; 6.51
346.2361250;+12.3228889;NGC 7479                    ;36.800;23 04 56.67;+12 19 22.4; 7.73
348.0316667;-28.5396389;NGC 7507                    ;25.200;23 12 07.60;-28 32 22.7; 8.55
348.6437500; +4.4983333;NGC 7537                    ;46.700;23 14 34.50;+04 29 54.0; 6.20
348.6827500; +4.5338889;NGC 7541                    ;38.900;23 14 43.86;+04 32 02.0; 5.77
349.0448750;-42.5848333;NGC 7552                    ;14.800;23 16 10.77;-42 35 05.4; 6.83
349.5984167;-42.3705833;NGC 7582                    ;23.000;23 18 23.62;-42 22 14.1; 7.76
349.7285000;-42.2390556;NGC 7590                    ;31.100;23 18 54.84;-42 14 20.6; 6.72
349.8380833;-42.2568333;NGC 7599                    ;22.200;23 19 21.14;-42 15 24.6;
350.0372500; +8.1657222;NGC 7617                    ;44.700;23 20 08.94;+08 09 56.6; 7.48
350.5274167;+40.8454167;NGC 7640                    ; 8.450;23 22 06.58;+40 50 43.5; 5.09
350.9751250; +9.6674722;NGC 7648                    ;47.400;23 23 54.03;+09 40 02.9; 6.96
353.2605833;-51.6983611;NGC 7690                    ;26.900;23 33 02.54;-51 41 54.1;
354.0587500; +2.1550278;NGC 7714                    ;33.300;23 36 14.10;+02 09 18.1; 7.14
354.9744583;-12.2930000;NGC 7727                    ;30.100;23 39 53.87;-12 17 34.8; 8.26
355.9765417;+26.0755833;NGC 7741                    ;17.500;23 43 54.37;+26 04 32.1; 3.98
356.0880417; +9.9340556;NGC 7743                    ;20.700;23 44 21.13;+09 56 02.6; 6.49
359.4576250;-32.5910278;NGC 7793                    ; 3.580;23 57 49.83;-32 35 27.7;
359.7492083;-55.4583611;NGC 7796                    ;49.900;23 58 59.81;-55 27 30.1; 8.89
000.8122917;+16.1452222;NGC 7814                    ;13.700;00 03 14.95;+16 08 42.8; 7.97
214.2558750;+43.5015278;SBS 1415+437                ;13.600;14 17 01.41;+43 30 05.5;
213.7256250; -2.1396944;SDSS J1414-0208             ;23.000;14 14 54.15;-02 08 22.9;
337.6533333; -0.1102778;SDSS J2230-0006             ;24.900;22 30 36.80;-00 06 37.0;
180.3429583; +2.1856389;SHOC 357                    ;14.000;12 01 22.31;+02 11 08.3;
283.8312500;-30.5452778;Sagittarius Dwarf Spheroidal; 0.026;18 55 19.50;-30 32 43.0;
015.0390000;-33.7090278;Sculptor Dwarf Elliptical   ; 0.088;01 00 09.36;-33 42 32.5;
152.7533333; -4.6927778;Sextans A                   ; 2.290;10 11 00.80;-04 41 34.0;
013.1865833;-72.8286111;Small Magellanic Cloud      ; 0.079;00 52 44.78;-72 49 43.0;
150.9250000;+68.6933333;The Garland                 ; 3.820;10 03 42.00;+68 41 36.0;
029.0801667;+73.2827778;UGC 1378                    ;47.000;01 56 19.24;+73 16 58.0;
060.7010417; +1.9657222;UGC 2936                    ;42.100;04 02 48.25;+01 57 56.6;
110.8017917;+58.0647778;UGC 3816                    ;48.900;07 23 12.43;+58 03 53.2;
128.5300000;+66.1816667;UGC 4459                    ; 3.680;08 34 07.20;+66 10 54.0;
129.2625000;+69.7752778;UGC 4483                    ; 3.530;08 37 03.00;+69 46 31.0;
129.4228333;+51.6523889;UGC 4499                    ;10.500;08 37 41.48;+51 39 08.6;
149.1904167;+28.8263889;UGC 5340                    ;12.700;09 56 45.70;+28 49 35.0;
151.3775000;+70.3644444;UGC 5423                    ; 8.870;10 05 30.60;+70 21 52.0;
152.0387500;+51.8438889;UGC 5460                    ;19.900;10 08 09.30;+51 50 38.0;
158.1331667;+54.4009722;UGC 5720                    ;24.900;10 32 31.96;+54 24 03.5;
171.6685833;+53.7466667;UGC 6446                    ;18.000;11 26 40.46;+53 44 48.0;
171.9995833;+78.9941667;UGC 6456                    ; 4.800;11 27 59.90;+78 59 39.0;
177.5277083;+51.8547500;UGC 6802                    ;25.800;11 50 06.65;+51 51 17.1;
179.3224583;+49.2832500;UGC 6930                    ;20.800;11 57 17.39;+49 16 59.7;
185.2034167;+17.4870556;UGC 7399A                   ;17.200;12 20 48.82;+17 29 13.4;
185.5813750;+14.7605833;UGC 7436                    ;15.800;12 22 19.53;+14 45 38.1;
186.9784583; +8.0904167;UGC 7580                    ;16.000;12 27 54.83;+08 05 25.5;
187.5040417; +7.9293611;UGC 7636                    ; 5.200;12 30 00.97;+07 55 45.7;
188.8853750;+73.6748333;UGC 7767                    ;27.900;12 35 32.49;+73 40 29.4;
190.4665833; +9.4028889;UGC 7854                    ;15.700;12 41 51.98;+09 24 10.4;
193.6225000;+26.3050000;UGC 8030                    ;15.300;12 54 29.40;+26 18 18.0;
193.8028333; +0.1166667;UGC 8041                    ;14.900;12 55 12.68;+00 07 00.0;
196.6035417;+67.7069444;UGC 8201                    ; 4.790;13 06 24.85;+67 42 25.0;
213.9855000;+23.0552778;UGC 9128                    ; 7.050;14 15 56.52;+23 03 19.0;
216.3884583;+33.8481111;UGC 9243                    ;45.500;14 25 33.23;+33 50 53.2;
222.7354167;+35.5717500;UGC 9560                    ;23.100;14 50 56.50;+35 34 18.3;
222.8100417;+35.5422778;UGC 9562                    ;23.800;14 51 14.41;+35 32 32.2;
233.7937500;+16.5494444;UGC 9912                    ;19.700;15 35 10.50;+16 32 58.0;
295.7448333;+45.2981389;UGC 11466                   ;13.200;19 42 58.76;+45 17 53.3;
358.9245000;+31.8996944;UGC 12845                   ;42.700;23 55 41.88;+31 53 58.9;
088.9277083; +3.3922778;UGCA 116                    ;10.300;05 55 42.65;+03 23 32.2;
143.5084583;+55.2411389;UGCA 166                    ;19.000;09 34 02.03;+55 14 28.1;
158.8466667;-24.7541389;UGCA 212                    ; 7.010;10 35 23.20;-24 45 14.9;
186.5663333;+48.4935000;UGCA 281                    ; 5.900;12 26 15.92;+48 29 36.6;
189.6669167;+32.7668056;UGCA 292                    ; 3.770;12 38 40.06;+32 46 00.5;
205.4853333;+30.5193333;UGCA 372                    ;22.400;13 41 56.48;+30 31 09.6;
207.9728750;+64.3722778;UGCA 375                    ;28.400;13 51 53.49;+64 22 20.2;
354.4147917;+30.1294722;UGCA 441                    ;19.600;23 37 39.55;+30 07 46.1; 4.10
227.2853750;+67.2226111;UMi Dwarf                   ; 0.076;15 09 08.49;+67 13 21.4;
184.1404583;+13.0315833;VCC 200                     ;18.300;12 16 33.71;+13 01 53.7;
185.6714583; +7.9503056;VCC 571                     ;23.800;12 22 41.15;+07 57 01.1;
186.4050417;+13.1437222;VCC 815                     ;19.800;12 25 37.21;+13 08 37.4;
186.5235000;+12.5596389;VCC 871                     ;17.400;12 26 05.64;+12 33 34.7;
187.3957917; +8.0580000;VCC 1199                    ;16.300;12 29 34.99;+08 03 28.8;
187.7021667;+12.0450278;VCC 1313                    ;17.000;12 30 48.52;+12 02 42.1;
188.3944167;+11.2619444;VCC 1512                    ;18.100;12 33 34.66;+11 15 43.0;
188.9052083;+12.3820278;VCC 1627                    ;15.400;12 35 37.25;+12 22 55.3;
189.1032500;+10.3846667;VCC 1661                    ;15.800;12 36 24.78;+10 23 04.8;
189.5282917;+10.0823611;VCC 1743                    ;17.500;12 38 06.79;+10 04 56.5; 3.79
189.5287083;+10.1655556;VCC 1744                    ;17.000;12 38 06.89;+10 09 56.0;
190.0820000;+15.9352778;VCC 1833                    ;16.300;12 40 19.68;+15 56 07.0;
191.0501250;+12.9418333;VCC 1993                    ;16.400;12 44 12.03;+12 56 30.6;
187.5211250; +8.0733333;VIII Zw 189                 ;23.100;12 30 05.07;+08 04 24.0; 4.13


